time,steer,l_steer,e,theta,speed,a,de,dtheta,X
60.526000,0.085705,0.085831,-0.426723,0.013972,14.240829,5.082380,-0.023842,-0.007940,
60.546000,0.085570,0.085705,-0.427158,0.013811,14.228175,5.165092,-0.021745,-0.008023,
60.566000,0.085401,0.085570,-0.427555,0.013629,14.240799,5.159041,-0.019838,-0.009108,
60.586000,0.085214,0.085401,-0.427933,0.013435,14.228021,5.184338,-0.018885,-0.009693,
60.606000,0.085005,0.085214,-0.428173,0.013241,14.240602,5.146338,-0.012015,-0.009703,
60.626000,0.084817,0.085005,-0.428375,0.013068,14.227751,5.144347,-0.010108,-0.008654,
60.646000,0.078449,0.084817,-0.428101,0.008101,14.240328,5.087633,0.013733,-0.248366,
60.666000,0.068499,0.078449,-0.425903,0.000561,14.228075,4.618481,0.109863,-0.376974,
60.686000,0.058914,0.068499,-0.421844,-0.006459,14.241865,3.896710,0.202946,-0.351030,
60.706000,0.050001,0.058914,-0.416260,-0.012762,14.230405,3.311522,0.279247,-0.315155,
60.726000,0.041844,0.050001,-0.409302,-0.018298,14.243963,2.789726,0.347923,-0.276834,
60.746000,0.034466,0.041844,-0.401245,-0.023086,14.232246,2.318309,0.402867,-0.239393,
60.766000,0.027829,0.034466,-0.392273,-0.027178,14.245053,1.863196,0.448572,-0.204570,
60.786000,0.021860,0.027829,-0.382507,-0.030644,14.233036,1.468020,0.488253,-0.173332,
60.806000,0.016477,0.021860,-0.371918,-0.033549,14.245430,1.104556,0.529461,-0.145228,
60.826000,0.011682,0.016477,-0.361023,-0.035953,14.233279,0.790499,0.544732,-0.120173,
60.846000,0.007411,0.011682,-0.349823,-0.037907,14.245560,0.510994,0.560004,-0.097741,
60.866000,0.003605,0.007411,-0.338348,-0.039463,14.233431,0.271332,0.573750,-0.077763,
60.886000,0.000228,0.003605,-0.326691,-0.040657,14.245752,0.058371,0.582919,-0.059739,
60.906000,-0.002768,0.000228,-0.314850,-0.041530,14.233717,-0.126418,0.592088,-0.043658,
60.926000,-0.005414,-0.002768,-0.302917,-0.042117,14.246088,-0.289235,0.596566,-0.029323,
60.946000,-0.007753,-0.005414,-0.290894,-0.042451,14.234126,-0.433682,0.601157,-0.016712,
60.966000,-0.009795,-0.007753,-0.278931,-0.042560,14.246458,-0.560840,0.598119,-0.005424,
60.986000,-0.011535,-0.009795,-0.267273,-0.042469,14.234453,-0.673448,0.582874,0.004554,
61.006000,-0.013028,-0.011535,-0.255768,-0.042203,14.246656,-0.765019,0.575258,0.013268,
61.026000,-0.014338,-0.013028,-0.244232,-0.041790,14.234526,-0.847572,0.576797,0.020660,
61.046000,-0.015426,-0.014338,-0.233093,-0.041252,14.246592,-0.915922,0.556973,0.026895,
61.066000,-0.016361,-0.015426,-0.222076,-0.040609,14.234304,-0.975298,0.550882,0.032141,
61.086000,-0.017141,-0.016361,-0.211334,-0.039879,14.246262,-1.020873,0.537160,0.036517,
61.106000,-0.017780,-0.017141,-0.200897,-0.039077,14.233829,-1.062817,0.521812,0.040111,
61.126000,-0.018313,-0.017780,-0.190643,-0.038213,14.245743,-1.090706,0.512670,0.043164,
61.146000,-0.018720,-0.018313,-0.180786,-0.037301,14.233206,-1.124674,0.492845,0.045620,
61.166000,-0.019051,-0.018720,-0.171082,-0.036348,14.245126,-1.139305,0.485227,0.047660,
61.186000,-0.019271,-0.019051,-0.161804,-0.035361,14.232519,-1.156436,0.463876,0.049330,
61.206000,-0.019408,-0.019271,-0.152832,-0.034347,14.244530,-1.159230,0.448627,0.050726,
61.226000,-0.019501,-0.019408,-0.143951,-0.033310,14.231977,-1.164739,0.444059,0.051859,
61.246000,-0.019514,-0.019501,-0.135437,-0.032256,14.244179,-1.162746,0.425757,0.052707,
61.266000,-0.019467,-0.019514,-0.127197,-0.031189,14.231762,-1.163954,0.411954,0.053342,
61.286000,-0.019347,-0.019467,-0.119354,-0.030114,14.244152,-1.155533,0.392128,0.053725,
61.306000,-0.019186,-0.019347,-0.111755,-0.029038,14.231890,-1.152104,0.379931,0.053797,
61.326000,-0.018989,-0.019186,-0.104431,-0.027968,14.244396,-1.139743,0.366206,0.053524,
61.346000,-0.018746,-0.018989,-0.097473,-0.026907,14.232229,-1.134574,0.347904,0.053025,
61.366000,-0.018463,-0.018746,-0.090881,-0.025861,14.244732,-1.124604,0.329601,0.052323,
61.386000,-0.018165,-0.018463,-0.084534,-0.024833,14.232542,-1.115275,0.317401,0.051382,
61.406000,-0.017866,-0.018165,-0.078369,-0.023828,14.244921,-1.095646,0.308252,0.050251,
61.426000,-0.017530,-0.017866,-0.072662,-0.022851,14.232620,-1.082329,0.285314,0.048883,
61.446000,-0.017220,-0.017530,-0.067017,-0.021901,14.244871,-1.056343,0.282269,0.047454,
61.466000,-0.016912,-0.017220,-0.061615,-0.020984,14.232432,-1.038652,0.270069,0.045858,
61.486000,-0.016586,-0.016912,-0.056580,-0.020099,14.244585,-1.012999,0.251765,0.044273,
61.506000,-0.016284,-0.016586,-0.051636,-0.019244,14.232029,-0.992183,0.247193,0.042725,
61.526000,-0.015964,-0.016284,-0.047058,-0.018420,14.244154,-0.967583,0.228888,0.041212,
61.546000,-0.015646,-0.015964,-0.042694,-0.017625,14.231510,-0.952379,0.218211,0.039734,
61.566000,-0.015333,-0.015646,-0.038544,-0.016860,14.243664,-0.928049,0.207534,0.038245,
61.586000,-0.015013,-0.015333,-0.034668,-0.016124,14.230965,-0.909680,0.193805,0.036803,
61.606000,-0.014693,-0.015013,-0.031006,-0.015416,14.243176,-0.884492,0.183092,0.035438,
61.626000,-0.014410,-0.014693,-0.027313,-0.014731,14.230507,-0.865804,0.184622,0.034211,
61.646000,-0.014102,-0.014410,-0.023956,-0.014070,14.242863,-0.845376,0.167842,0.033056,
61.666000,-0.013799,-0.014102,-0.020752,-0.013432,14.230303,-0.829001,0.160217,0.031924,
61.686000,-0.013523,-0.013799,-0.017548,-0.012815,14.242815,-0.808562,0.160220,0.030864,
61.706000,-0.013235,-0.013523,-0.014587,-0.012218,14.230381,-0.796736,0.148016,0.029815,
61.726000,-0.012950,-0.013235,-0.011780,-0.011643,14.242995,-0.778744,0.140390,0.028743,
61.746000,-0.012673,-0.012950,-0.009094,-0.011091,14.230650,-0.767127,0.134289,0.027647,
61.766000,-0.012392,-0.012673,-0.006622,-0.010561,14.243277,-0.753551,0.123586,0.026498,
61.786000,-0.012110,-0.012392,-0.004333,-0.010053,14.230925,-0.743095,0.114434,0.025378,
61.806000,-0.011857,-0.012110,-0.002045,-0.009568,14.243446,-0.725561,0.114437,0.024246,
61.826000,-0.011613,-0.011857,0.000122,-0.009106,14.230996,-0.714317,0.108336,0.023102,
61.846000,-0.011376,-0.011613,0.002136,-0.008667,14.243401,-0.696955,0.100709,0.021923,
61.866000,-0.011130,-0.011376,0.003906,-0.008253,14.230827,-0.683742,0.088504,0.020731,
61.886000,-0.010928,-0.011130,0.005768,-0.007862,14.243147,-0.664043,0.093084,0.019563,
61.906000,-0.010735,-0.010928,0.007507,-0.007493,14.230459,-0.652547,0.086982,0.018455,
61.926000,-0.010537,-0.010735,0.009064,-0.007143,14.242748,-0.636670,0.077813,0.017475,
61.946000,-0.010355,-0.010537,0.010559,-0.006813,14.229982,-0.625943,0.074763,0.016497,
61.966000,-0.010187,-0.010355,0.011993,-0.006501,14.242332,-0.614076,0.071713,0.015580,
61.986000,-0.010025,-0.010187,0.013336,-0.006207,14.229502,-0.604955,0.067137,0.014734,
62.006000,-0.009853,-0.010025,0.014496,-0.005927,14.241842,-0.591816,0.057984,0.013995,
62.026000,-0.009719,-0.009853,0.015778,-0.005661,14.229008,-0.581792,0.064089,0.013292,
62.046000,-0.009565,-0.009719,0.016846,-0.005407,14.241468,-0.571698,0.053408,0.012720,
62.066000,-0.009411,-0.009565,0.017822,-0.005164,14.228716,-0.563734,0.048832,0.012136,
62.086000,-0.009261,-0.009411,0.018738,-0.004931,14.241327,-0.552563,0.045781,0.011636,
62.106000,-0.009138,-0.009261,0.019745,-0.004709,14.228693,-0.546083,0.050350,0.011121,
62.126000,-0.009027,-0.009138,0.020752,-0.004496,14.241420,-0.538360,0.050351,0.010633,
62.146000,-0.008904,-0.009027,0.021606,-0.004292,14.228881,-0.535711,0.042723,0.010192,
62.166000,-0.008792,-0.008904,0.022461,-0.004098,14.241646,-0.527722,0.042724,0.009727,
62.186000,-0.008672,-0.008792,0.023193,-0.003912,14.229129,-0.527650,0.036622,0.009287,
62.206000,-0.008539,-0.008672,0.023773,-0.003735,14.241823,-0.519935,0.028993,0.008858,
62.226000,-0.008429,-0.008539,0.024414,-0.003568,14.229229,-0.514370,0.032046,0.008321,
62.246000,-0.008313,-0.008429,0.024933,-0.003412,14.241817,-0.506168,0.025942,0.007797,
62.266000,-0.008226,-0.008313,0.025543,-0.003268,14.229109,-0.500384,0.030515,0.007235,
62.286000,-0.008128,-0.008226,0.026001,-0.003134,14.241612,-0.492645,0.022887,0.006699,
62.306000,-0.008044,-0.008128,0.026459,-0.003011,14.228790,-0.486799,0.022887,0.006163,
62.326000,-0.007968,-0.008044,0.026886,-0.002897,14.241250,-0.478646,0.021362,0.005674,
62.346000,-0.007907,-0.007968,0.027344,-0.002792,14.228342,-0.474427,0.022888,0.005233,
62.366000,-0.007847,-0.007907,0.027740,-0.002695,14.240858,-0.470723,0.019837,0.004852,
62.386000,-0.007800,-0.007847,0.028168,-0.002605,14.227875,-0.468190,0.021364,0.004506,
62.406000,-0.007747,-0.007800,0.028503,-0.002521,14.240359,-0.463033,0.016786,0.004196,
62.426000,-0.007700,-0.007747,0.028839,-0.002442,14.227345,-0.460136,0.016783,0.003945,
62.446000,-0.007656,-0.007700,0.029175,-0.002367,14.239929,-0.454822,0.016784,0.003791,
62.466000,-0.007617,-0.007656,0.029510,-0.002294,14.226980,-0.453265,0.016784,0.003648,
62.486000,-0.007570,-0.007617,0.029785,-0.002222,14.239714,-0.449334,0.013733,0.003564,
62.506000,-0.007530,-0.007570,0.030090,-0.002153,14.226879,-0.448057,0.015259,0.003481,
62.526000,-0.007483,-0.007530,0.030334,-0.002085,14.239742,-0.444674,0.012207,0.003374,
62.546000,-0.007434,-0.007483,0.030548,-0.002020,14.227015,-0.444274,0.010682,0.003255,
62.566000,-0.007398,-0.007434,0.030823,-0.001957,14.239944,-0.440679,0.013734,0.003147,
62.586000,-0.007350,-0.007398,0.031006,-0.001897,14.227268,-0.443930,0.009156,0.002992,
62.606000,-0.007311,-0.007350,0.031219,-0.001840,14.240152,-0.441127,0.010680,0.002885,
62.626000,-0.007266,-0.007311,0.031372,-0.001785,14.227414,-0.441713,0.007629,0.002718,
62.646000,-0.007225,-0.007266,0.031525,-0.001734,14.240191,-0.437510,0.007629,0.002551,
62.666000,-0.007191,-0.007225,0.031677,-0.001688,14.227344,-0.436440,0.007629,0.002301,
62.686000,-0.007158,-0.007191,0.031799,-0.001647,14.240031,-0.432034,0.006104,0.002074,
62.706000,-0.007136,-0.007158,0.031952,-0.001610,14.227064,-0.430385,0.007630,0.001824,
62.726000,-0.007109,-0.007136,0.032043,-0.001578,14.239699,-0.426272,0.004578,0.001633,
62.746000,-0.007092,-0.007109,0.032166,-0.001549,14.226637,-0.424836,0.006104,0.001419,
62.766000,-0.007075,-0.007092,0.032257,-0.001524,14.239299,-0.423010,0.004577,0.001252,
62.786000,-0.007066,-0.007075,0.032379,-0.001503,14.226151,-0.423275,0.006103,0.001085,
62.806000,-0.007051,-0.007066,0.032440,-0.001483,14.238798,-0.420610,0.003052,0.000989,
62.826000,-0.007038,-0.007051,0.032501,-0.001465,14.225608,-0.419929,0.003052,0.000870,
62.846000,-0.007021,-0.007038,0.032532,-0.001448,14.238335,-0.416862,0.001526,0.000870,
62.866000,-0.007014,-0.007021,0.032623,-0.001431,14.225190,-0.416582,0.004578,0.000858,
62.886000,-0.006992,-0.007014,0.032623,-0.001413,14.238060,-0.414525,0.000000,0.000870,
62.906000,-0.006975,-0.006992,0.032654,-0.001396,14.225026,-0.414338,0.001526,0.000858,
62.926000,-0.006952,-0.006975,0.032654,-0.001379,14.238038,-0.411937,0.000000,0.000882,
62.946000,-0.006940,-0.006952,0.032715,-0.001361,14.225120,-0.412738,0.003052,0.000858,
62.966000,-0.006918,-0.006940,0.032715,-0.001344,14.238211,-0.411494,0.000000,0.000870,
62.986000,-0.006911,-0.006918,0.032806,-0.001327,14.225364,-0.413008,0.004578,0.000858,
63.006000,-0.006898,-0.006911,0.032867,-0.001310,14.238441,-0.414847,0.003052,0.000858,
63.026000,-0.006892,-0.006898,0.032959,-0.001293,14.225554,-0.417159,0.004578,0.000846,
63.046000,-0.006901,-0.006892,0.033142,-0.001277,14.238530,-0.415577,0.009156,0.000763,
63.066000,-0.006892,-0.006901,0.033203,-0.001263,14.225538,-0.418084,0.003052,0.000739,
63.086000,-0.006898,-0.006892,0.033356,-0.001249,14.238415,-0.415154,0.007630,0.000703,
63.106000,-0.006888,-0.006898,0.033386,-0.001236,14.225303,-0.416207,0.001526,0.000620,
63.126000,-0.006889,-0.006888,0.033478,-0.001226,14.238115,-0.412356,0.004577,0.000513,
63.146000,-0.006893,-0.006889,0.033569,-0.001218,14.224900,-0.412799,0.004578,0.000405,
63.166000,-0.006893,-0.006893,0.033630,-0.001210,14.237701,-0.410590,0.003052,0.000381,
63.186000,-0.006886,-0.006893,0.033630,-0.001205,14.224411,-0.413066,0.000000,0.000274,
63.206000,-0.006897,-0.006886,0.033722,-0.001201,14.237235,-0.410136,0.004578,0.000167,
63.226000,-0.006898,-0.006897,0.033752,-0.001198,14.223874,-0.411486,0.001526,0.000155,
63.246000,-0.006899,-0.006898,0.033783,-0.001195,14.236752,-0.408949,0.001526,0.000143,
63.266000,-0.006893,-0.006899,0.033783,-0.001191,14.223418,-0.409569,0.000000,0.000215,
63.286000,-0.006896,-0.006893,0.033844,-0.001186,14.236429,-0.407231,0.003052,0.000274,
63.306000,-0.006887,-0.006896,0.033844,-0.001179,14.223198,-0.408849,0.000000,0.000358,
63.326000,-0.006876,-0.006887,0.033844,-0.001170,14.236356,-0.406719,0.000000,0.000417,
63.346000,-0.006864,-0.006876,0.033844,-0.001160,14.223242,-0.408439,0.000000,0.000501,
63.366000,-0.006855,-0.006864,0.033875,-0.001150,14.236494,-0.406684,0.001526,0.000525,
63.386000,-0.006842,-0.006855,0.033875,-0.001140,14.223466,-0.408904,0.000000,0.000501,
63.406000,-0.006820,-0.006842,0.033813,-0.001129,14.236728,-0.409540,-0.003052,0.000513,
63.426000,-0.006807,-0.006820,0.033813,-0.001119,14.223691,-0.411238,0.000000,0.000513,
63.446000,-0.006785,-0.006807,0.033752,-0.001110,14.236859,-0.409948,-0.003052,0.000477,
63.466000,-0.006776,-0.006785,0.033752,-0.001102,14.223726,-0.410389,0.000000,0.000358,
63.486000,-0.006754,-0.006776,0.033661,-0.001097,14.236793,-0.408009,-0.004578,0.000286,
63.506000,-0.006751,-0.006754,0.033661,-0.001095,14.223538,-0.407308,0.000000,0.000107,
63.526000,-0.006736,-0.006751,0.033569,-0.001095,14.236530,-0.404657,-0.004578,0.000000,
63.546000,-0.006745,-0.006736,0.033600,-0.001098,14.223164,-0.403855,0.001526,-0.000155,
63.566000,-0.006756,-0.006745,0.033630,-0.001102,14.236133,-0.402087,0.001526,-0.000215,
63.586000,-0.006769,-0.006756,0.033661,-0.001108,14.222675,-0.404949,0.001526,-0.000322,
63.606000,-0.006782,-0.006769,0.033691,-0.001115,14.235656,-0.403849,0.001526,-0.000334,
63.626000,-0.006795,-0.006782,0.033722,-0.001122,14.222125,-0.405456,0.001526,-0.000322,
63.646000,-0.006823,-0.006795,0.033844,-0.001128,14.235156,-0.403649,0.006103,-0.000322,
63.666000,-0.006833,-0.006823,0.033875,-0.001132,14.221637,-0.406234,0.001526,-0.000215,
63.686000,-0.006845,-0.006833,0.033936,-0.001134,14.234789,-0.404266,0.003052,-0.000107,
63.706000,-0.006849,-0.006845,0.033966,-0.001134,14.221358,-0.406169,0.001526,0.000036,
63.726000,-0.006859,-0.006849,0.034058,-0.001130,14.234661,-0.404540,0.004578,0.000179,
63.746000,-0.006852,-0.006859,0.034058,-0.001125,14.221354,-0.407386,0.000000,0.000274,
63.766000,-0.006842,-0.006852,0.034058,-0.001117,14.234762,-0.405589,0.000000,0.000393,
63.786000,-0.006832,-0.006842,0.034058,-0.001109,14.221553,-0.407367,0.000000,0.000393,
63.806000,-0.006827,-0.006832,0.034088,-0.001101,14.234998,-0.406940,0.001526,0.000393,
63.826000,-0.006821,-0.006827,0.034119,-0.001093,14.221805,-0.411068,0.001526,0.000417,
63.846000,-0.006809,-0.006821,0.034119,-0.001083,14.235169,-0.410358,0.000000,0.000501,
63.866000,-0.006793,-0.006809,0.034088,-0.001074,14.221890,-0.411855,-0.001526,0.000429,
63.886000,-0.006783,-0.006793,0.034088,-0.001066,14.235151,-0.409006,0.000000,0.000393,
63.906000,-0.006772,-0.006783,0.034058,-0.001062,14.221753,-0.409653,-0.001526,0.000227,
63.926000,-0.006764,-0.006772,0.034027,-0.001059,14.234929,-0.406207,-0.001526,0.000131,
63.946000,-0.006760,-0.006764,0.033997,-0.001060,14.221414,-0.406132,-0.001526,-0.000024,
63.966000,-0.006753,-0.006760,0.033936,-0.001062,14.234554,-0.402984,-0.003052,-0.000107,
63.986000,-0.006754,-0.006753,0.033905,-0.001066,14.220954,-0.402920,-0.001526,-0.000226,
64.008000,-0.006748,-0.006754,0.033813,-0.001073,14.236128,-0.402425,-0.004161,-0.000314,
64.030000,-0.006755,-0.006748,0.033783,-0.001082,14.220318,-0.402783,-0.001387,-0.000423,
64.052000,-0.006757,-0.006755,0.033722,-0.001092,14.234827,-0.400727,-0.002774,-0.000433,
64.074000,-0.006769,-0.006757,0.033722,-0.001101,14.218891,-0.401185,0.000000,-0.000434,
64.096000,-0.006764,-0.006769,0.033630,-0.001109,14.233773,-0.399825,-0.004161,-0.000336,
64.118000,-0.006771,-0.006764,0.033630,-0.001114,14.217983,-0.400611,0.000000,-0.000238,
64.140000,-0.006769,-0.006771,0.033600,-0.001117,14.233236,-0.399624,-0.001387,-0.000108,
64.162000,-0.006765,-0.006769,0.033569,-0.001117,14.217637,-0.401566,-0.001387,-0.000033,
64.184000,-0.006759,-0.006765,0.033539,-0.001116,14.233159,-0.400469,-0.001387,0.000043,
64.206000,-0.006758,-0.006759,0.033539,-0.001115,14.217699,-0.402846,0.000000,0.000043,
64.228000,-0.006749,-0.006758,0.033508,-0.001112,14.233309,-0.404517,-0.001387,0.000130,
64.250000,-0.006745,-0.006749,0.033508,-0.001109,14.217837,-0.407442,0.000000,0.000163,
64.272000,-0.006735,-0.006745,0.033478,-0.001105,14.233351,-0.406188,-0.001387,0.000163,
64.294000,-0.006738,-0.006735,0.033508,-0.001103,14.217754,-0.407326,0.001387,0.000087,
64.316000,-0.006727,-0.006738,0.033447,-0.001102,14.233137,-0.405239,-0.002774,0.000043,
64.338000,-0.006730,-0.006727,0.033447,-0.001105,14.217382,-0.404912,0.000000,-0.000108,
64.360000,-0.006735,-0.006730,0.033447,-0.001109,14.232685,-0.401981,0.000000,-0.000195,
64.382000,-0.006744,-0.006735,0.033447,-0.001116,14.216797,-0.402677,0.000000,-0.000303,
64.404000,-0.006748,-0.006744,0.033417,-0.001123,14.232144,-0.402226,-0.001387,-0.000314,
64.426000,-0.006759,-0.006748,0.033417,-0.001132,14.216136,-0.403414,0.000000,-0.000412,
64.448000,-0.006781,-0.006759,0.033478,-0.001141,14.231465,-0.401557,0.002775,-0.000423,
64.470000,-0.006787,-0.006781,0.033447,-0.001150,14.215415,-0.403568,-0.001387,-0.000390,
64.492000,-0.006800,-0.006787,0.033478,-0.001156,14.230881,-0.401147,0.001387,-0.000293,
64.514000,-0.006806,-0.006800,0.033478,-0.001160,14.214918,-0.403178,0.000000,-0.000195,
64.536000,-0.006811,-0.006806,0.033508,-0.001161,14.230619,-0.401446,0.001387,-0.000033,
64.558000,-0.006815,-0.006811,0.033539,-0.001160,14.214821,-0.403842,0.001387,0.000043,
64.580000,-0.006814,-0.006815,0.033569,-0.001156,14.230721,-0.402812,0.001387,0.000195,
64.602000,-0.006807,-0.006814,0.033569,-0.001150,14.215068,-0.405877,0.000000,0.000282,
64.624000,-0.006808,-0.006807,0.033630,-0.001143,14.231046,-0.405337,0.002774,0.000282,
64.646000,-0.006799,-0.006808,0.033630,-0.001136,14.215425,-0.410253,0.000000,0.000347,
64.668000,-0.006797,-0.006799,0.033691,-0.001127,14.231296,-0.408847,0.002775,0.000412,
64.690000,-0.006787,-0.006797,0.033691,-0.001119,14.215564,-0.411426,0.000000,0.000358,
64.712000,-0.006789,-0.006787,0.033752,-0.001113,14.231274,-0.408229,0.002775,0.000282,
64.734000,-0.006783,-0.006789,0.033752,-0.001109,14.215380,-0.409409,0.000000,0.000184,
64.756000,-0.006796,-0.006783,0.033844,-0.001107,14.230961,-0.405648,0.004162,0.000065,
64.778000,-0.006796,-0.006796,0.033844,-0.001107,14.214920,-0.407271,0.000000,0.000011,
64.800000,-0.006808,-0.006796,0.033905,-0.001109,14.230461,-0.403779,0.002774,-0.000076,
64.822000,-0.006816,-0.006808,0.033936,-0.001111,14.214312,-0.407543,0.001387,-0.000108,
64.844000,-0.006836,-0.006816,0.034027,-0.001115,14.229877,-0.405175,0.004161,-0.000195,
64.866000,-0.006841,-0.006836,0.034027,-0.001120,14.213634,-0.407138,0.000000,-0.000195,
64.888000,-0.006858,-0.006841,0.034119,-0.001122,14.229272,-0.404584,0.004161,-0.000087,
64.910000,-0.006863,-0.006858,0.034149,-0.001121,14.213077,-0.406728,0.001387,0.000011,
64.932000,-0.006883,-0.006863,0.034302,-0.001118,14.228924,-0.404669,0.006937,0.000130,
64.954000,-0.006876,-0.006883,0.034302,-0.001113,14.212881,-0.408097,0.000000,0.000260,
64.976000,-0.006875,-0.006876,0.034363,-0.001104,14.228939,-0.405813,0.002775,0.000390,
64.998000,-0.006865,-0.006875,0.034393,-0.001093,14.213055,-0.408710,0.001387,0.000509,
65.020000,-0.006860,-0.006865,0.034454,-0.001081,14.229229,-0.407008,0.002774,0.000531,
65.042000,-0.006851,-0.006860,0.034485,-0.001070,14.213427,-0.412099,0.001387,0.000520,
65.064000,-0.006835,-0.006851,0.034485,-0.001057,14.229537,-0.410877,0.000000,0.000564,
65.086000,-0.006820,-0.006835,0.034485,-0.001046,14.213650,-0.412876,0.000000,0.000531,
65.108000,-0.006791,-0.006820,0.034393,-0.001035,14.229605,-0.410008,-0.004161,0.000498,
65.130000,-0.006787,-0.006791,0.034424,-0.001028,14.213566,-0.409423,0.001387,0.000325,
65.152000,-0.006758,-0.006787,0.034271,-0.001024,14.229383,-0.406333,-0.006935,0.000173,
65.174000,-0.006748,-0.006758,0.034210,-0.001024,14.213186,-0.404783,-0.002774,0.000000,
65.196000,-0.006738,-0.006748,0.034119,-0.001027,14.228929,-0.400950,-0.004162,-0.000152,
65.218000,-0.006741,-0.006738,0.034088,-0.001033,14.212614,-0.402063,-0.001387,-0.000282,
65.240000,-0.006733,-0.006741,0.033966,-0.001042,14.228414,-0.400836,-0.005549,-0.000412,
65.262000,-0.006742,-0.006733,0.033936,-0.001053,14.211992,-0.401247,-0.001387,-0.000477,
65.284000,-0.006742,-0.006742,0.033844,-0.001064,14.227777,-0.398836,-0.004162,-0.000520,
65.306000,-0.006749,-0.006742,0.033813,-0.001074,14.211353,-0.399978,-0.001387,-0.000423,
65.328000,-0.006745,-0.006749,0.033722,-0.001082,14.227323,-0.397919,-0.004161,-0.000379,
65.350000,-0.006758,-0.006745,0.033752,-0.001089,14.211028,-0.399301,0.001387,-0.000314,
65.372000,-0.006754,-0.006758,0.033691,-0.001093,14.227221,-0.398492,-0.002774,-0.000184,
65.394000,-0.006751,-0.006754,0.033661,-0.001094,14.211096,-0.400730,-0.001387,-0.000065,
65.416000,-0.006745,-0.006751,0.033630,-0.001094,14.227442,-0.399317,-0.001387,0.000011,
65.438000,-0.006744,-0.006745,0.033630,-0.001093,14.211435,-0.402516,0.000000,0.000054,
65.460000,-0.006733,-0.006744,0.033569,-0.001092,14.227783,-0.403818,-0.002775,0.000054,
65.482000,-0.006731,-0.006733,0.033569,-0.001091,14.211739,-0.406171,0.000000,0.000054,
65.504000,-0.006725,-0.006731,0.033539,-0.001089,14.227942,-0.404581,-0.001387,0.000054,
65.526000,-0.006725,-0.006725,0.033539,-0.001089,14.211757,-0.406304,0.000000,0.000011,
65.548000,-0.006716,-0.006725,0.033478,-0.001090,14.227804,-0.403359,-0.002774,-0.000054,
65.570000,-0.006726,-0.006716,0.033508,-0.001094,14.211452,-0.403518,0.001387,-0.000184,
65.592000,-0.006730,-0.006726,0.033478,-0.001101,14.227406,-0.400751,-0.001387,-0.000293,
65.614000,-0.006739,-0.006730,0.033478,-0.001108,14.210926,-0.401691,0.000000,-0.000347,
65.636000,-0.006751,-0.006739,0.033478,-0.001118,14.226921,-0.400983,0.000000,-0.000423,
65.658000,-0.006763,-0.006751,0.033478,-0.001127,14.210325,-0.403131,0.000000,-0.000423,
65.680000,-0.006779,-0.006763,0.033508,-0.001136,14.226279,-0.401080,0.001387,-0.000412,
65.702000,-0.006791,-0.006779,0.033508,-0.001145,14.209641,-0.402814,0.000000,-0.000412,
65.724000,-0.006803,-0.006791,0.033539,-0.001151,14.225739,-0.400761,0.001387,-0.000271,
65.746000,-0.006808,-0.006803,0.033539,-0.001155,14.209200,-0.402960,0.000000,-0.000173,
65.768000,-0.006824,-0.006808,0.033630,-0.001155,14.225527,-0.401073,0.004162,-0.000022,
65.790000,-0.006820,-0.006824,0.033630,-0.001153,14.209155,-0.404792,0.000000,0.000108,
65.812000,-0.006824,-0.006820,0.033691,-0.001148,14.225662,-0.402887,0.002774,0.000228,
65.834000,-0.006816,-0.006824,0.033691,-0.001142,14.209435,-0.406377,0.000000,0.000293,
65.856000,-0.006821,-0.006816,0.033783,-0.001134,14.226004,-0.406255,0.004161,0.000336,
65.878000,-0.006809,-0.006821,0.033783,-0.001125,14.209792,-0.411314,0.000000,0.000412,
65.900000,-0.006812,-0.006809,0.033875,-0.001116,14.226235,-0.409063,0.004161,0.000412,
65.922000,-0.006806,-0.006812,0.033905,-0.001107,14.209903,-0.411933,0.001387,0.000412,
65.944000,-0.006817,-0.006806,0.034027,-0.001101,14.226192,-0.408544,0.005548,0.000293,
65.966000,-0.006810,-0.006817,0.034027,-0.001095,14.209695,-0.410798,0.000000,0.000260,
65.988000,-0.006824,-0.006810,0.034149,-0.001091,14.225863,-0.406525,0.005550,0.000173,
66.010000,-0.006827,-0.006824,0.034180,-0.001089,14.209217,-0.408210,0.001387,0.000076,
66.032000,-0.006835,-0.006827,0.034241,-0.001088,14.225357,-0.405027,0.002775,0.000065,
66.054000,-0.006841,-0.006835,0.034271,-0.001089,14.208611,-0.408699,0.001387,-0.000033,
66.076000,-0.006823,-0.006841,0.034149,-0.001090,14.224769,-0.406027,-0.005549,-0.000054,
66.098000,-0.006835,-0.006823,0.034210,-0.001092,14.207931,-0.405518,0.002774,-0.000108,
66.120000,-0.006818,-0.006835,0.034088,-0.001094,14.224176,-0.403604,-0.005549,-0.000087,
66.142000,-0.006815,-0.006818,0.034058,-0.001095,14.207397,-0.403592,-0.001387,-0.000054,
66.164000,-0.006796,-0.006815,0.033936,-0.001096,14.223856,-0.400951,-0.005548,-0.000011,
66.186000,-0.006794,-0.006796,0.033936,-0.001094,14.207238,-0.402017,0.000000,0.000054,
66.208000,-0.006777,-0.006794,0.033844,-0.001092,14.223900,-0.400401,-0.004161,0.000108,
66.230000,-0.006773,-0.006777,0.033844,-0.001089,14.207441,-0.402515,0.000000,0.000130,
